2025-10-25 16:29:13.241272,International student,Less than 3 months,Housing,Housing
2025-11-05 17:17:26.060930,💼 Skilled worker,Ontario,🛫 I haven’t arrived yet (planning my move),3,3,3,3,3,3,,
